gender,tenure,PhoneService,TotalCharges,StreamingMovies,StreamingTV,TechSupport,Churn
Female,1,1,19.95,0,0,0,0
Male,5,1,346.4,1,1,0,1
Male,57,1,1061.6,0,0,0,0
Male,56,0,1971.5,0,0,0,0
Male,8,1,773.65,0,1,0,1
Female,22,1,1422.05,0,0,0,1
Female,1,1,19.75,0,0,0,0
Female,40,1,2460.35,0,1,1,0
Male,46,1,856.5,0,0,0,0
Male,63,1,1275.85,0,0,0,0
Male,68,1,7467.5,1,1,0,0
Male,69,1,7261.75,1,1,1,0
Female,56,1,5116.6,0,0,1,0
Female,10,1,660.05,1,0,0,0
Male,63,1,6590.8,0,1,1,0
Female,24,0,1208.15,1,0,1,0
Female,19,1,1033.9,0,0,0,0
Male,22,1,1885.15,0,1,0,0
Male,29,1,2467.1,0,0,0,1
Male,13,1,989.45,1,1,0,1
Female,70,1,2006.95,0,0,0,0
Female,49,1,5025.0,1,1,0,0
Female,43,1,4830.25,1,1,1,1
Female,3,1,59.75,0,0,0,1
Male,42,1,3088.25,1,1,1,0
Male,57,1,3134.7,0,0,1,0
Male,2,1,94.55,0,1,0,1
Female,72,1,8312.4,1,1,1,0
Female,46,1,4863.85,1,1,0,0
Male,66,1,6871.9,1,1,1,1
Male,62,1,6529.25,1,0,1,1
Female,72,1,6637.9,1,1,1,0
Male,35,1,3165.6,0,1,1,0
Male,17,1,1454.15,0,0,0,1
Female,72,1,6786.1,1,1,1,0
Female,28,1,543.0,0,0,0,0
Male,56,1,1327.15,0,0,0,1
Female,31,1,2404.15,0,0,1,1
Male,45,1,867.3,0,0,0,0
Female,1,1,25.75,0,0,0,0
Female,2,1,114.7,0,0,0,1
Female,6,1,109.5,0,0,0,0
Female,48,1,4692.95,1,1,0,0
Male,25,1,546.85,0,0,0,0
Male,64,1,1274.05,0,0,0,0
Male,50,0,1782.4,0,0,0,0
Female,52,1,5301.1,1,1,0,0
Male,4,1,280.35,0,0,0,0
Female,32,1,2897.95,1,1,0,0
Male,45,1,3371.0,0,1,1,0
Male,9,1,801.3,1,0,0,0
Female,66,1,6975.25,1,1,1,1
Male,3,1,257.05,1,0,0,1
Female,54,1,1079.45,0,0,0,0
Female,1,0,40.1,0,1,1,1
Female,64,1,6997.3,1,1,1,0
Female,31,1,2217.15,0,0,0,1
Female,14,1,1129.1,1,1,0,1
Female,12,1,979.05,0,1,0,0
Male,67,1,4119.4,0,0,1,0
Female,35,1,2568.55,0,1,1,1
Female,45,1,3349.1,1,0,1,0
Male,10,1,492.1,0,0,0,0
Female,29,1,1718.95,0,0,0,0
Female,24,1,605.25,0,0,0,0
Male,66,1,1344.5,0,0,0,0
Male,51,1,4267.15,0,1,0,0
Female,45,1,1121.05,0,0,0,0
Female,49,1,918.7,0,0,0,0
Female,29,1,521.8,0,0,0,0
Male,40,1,4469.1,1,1,1,0
Female,37,1,3580.3,1,1,0,1
Male,25,1,1729.35,0,0,0,0
Female,22,0,1073.3,1,1,0,0
Male,72,0,4566.5,1,1,1,0
Female,7,0,293.3,1,0,0,1
Male,33,1,2603.1,1,1,1,0
Female,23,1,1783.75,0,0,1,0
Male,24,1,2440.15,1,1,0,1
Female,1,1,79.55,0,1,0,1
Male,69,1,6322.1,1,1,1,0
Female,3,1,57.4,0,0,0,0
Male,56,1,4284.65,1,1,1,0
Male,65,1,7138.65,1,1,1,0
Male,71,1,1539.75,0,0,0,0
Female,14,1,1058.1,0,0,0,0
Female,2,1,123.8,0,0,0,0
Female,32,1,2781.85,0,1,0,1
Male,40,1,2731.0,1,0,0,0
Male,1,1,20.75,0,0,0,0
Male,1,1,89.1,1,1,0,1
Female,7,1,497.3,0,0,0,0
Female,15,1,711.15,0,0,0,0
Female,17,1,1607.2,0,1,0,1
Male,19,1,1490.95,0,0,0,1
Male,71,1,1898.1,0,0,0,0
Female,54,1,3273.95,0,0,1,0
Male,31,1,2929.75,0,0,1,0
Female,11,1,838.7,0,0,0,0
Female,18,1,1443.65,1,0,0,0
Female,72,1,7746.7,1,1,1,0
Female,71,1,6951.15,1,1,0,0
Male,5,0,214.75,0,1,1,0
Male,38,1,2669.45,1,0,1,0
Male,5,1,235.2,0,0,1,0
Male,2,1,92.65,0,0,0,1
Female,52,1,3103.25,0,0,0,0
Female,8,1,606.25,0,0,0,1
Female,68,1,5330.2,1,1,0,0
Male,69,1,1403.1,0,0,0,0
Female,42,1,2727.8,0,0,1,0
Female,50,1,5038.45,1,1,1,0
Female,1,1,19.1,0,0,0,1
Male,1,1,80.3,0,0,0,1
Male,33,1,1462.6,0,0,0,0
Female,7,1,150.6,0,0,0,0
Male,64,1,5960.5,0,0,0,0
Female,1,1,74.9,0,0,0,1
Male,59,1,1192.3,0,0,0,0
Female,6,1,314.55,0,0,0,0
Female,3,1,56.0,0,0,0,0
Female,15,1,330.8,0,0,0,0
Male,13,1,877.35,1,1,0,0
Female,23,1,2249.1,1,1,0,0
Male,31,1,2807.65,0,1,0,0
Male,29,1,1696.2,0,0,1,0
Female,49,1,1032.05,0,0,0,0
Female,56,1,4902.8,0,1,0,0
Female,63,1,4995.35,1,0,1,0
Male,63,1,5034.05,1,1,1,0
Male,24,1,1857.75,0,0,0,0
Male,36,1,1992.85,0,0,1,0
Female,9,1,751.65,0,1,0,1
Male,3,0,66.95,0,0,0,1
Female,21,1,1714.95,1,1,1,0
Male,13,1,343.6,0,0,0,0
Male,1,1,20.15,0,0,0,0
Female,25,1,520.1,0,0,0,0
Male,71,1,1387.45,0,0,0,0
Male,66,1,7383.7,1,1,1,0
Female,45,1,4483.95,1,1,0,0
Female,22,1,1706.45,0,1,0,0
Female,67,1,1327.4,0,0,0,0
Female,68,1,5974.3,0,1,0,0
Female,0,1,0.0,0,0,0,0
Female,49,1,4515.85,1,0,0,1
Female,4,1,179.85,0,0,0,0
Male,63,1,5040.2,1,0,1,0
Female,2,1,165.0,0,0,0,1
Male,21,1,422.7,0,0,0,0
Male,55,1,3046.4,0,0,1,1
Male,1,1,20.25,0,0,0,0
Female,17,1,358.05,0,0,0,0
Male,30,1,2936.25,1,1,0,0
Male,22,1,1271.8,0,0,1,0
Female,9,1,530.05,0,1,1,0
Male,1,1,19.2,0,0,0,0
Female,21,1,1808.7,1,0,0,1
Male,19,1,1144.6,0,0,1,0
Female,69,1,7446.9,1,1,0,1
Male,1,0,25.1,0,0,0,1
Female,72,1,7556.9,0,1,1,0
Male,70,1,4858.7,0,1,0,0
Female,66,1,6595.0,1,0,1,0
Female,7,0,149.05,0,0,0,0
Female,46,1,4972.1,1,1,1,0
Male,39,0,1880.85,0,1,1,1
Female,32,1,2045.55,0,0,0,0
Male,24,1,2187.15,1,0,0,0
Male,6,1,477.55,1,0,0,1
Female,37,1,2976.95,0,1,1,0
Male,8,1,178.7,0,0,0,0
Female,72,1,5025.85,0,1,0,0
Male,71,0,3353.4,0,0,1,0
Female,16,1,1461.15,1,1,0,0
Female,57,0,2782.4,1,0,1,0
Male,66,1,1699.15,0,0,0,0
Female,17,1,1496.9,0,1,0,1
Female,21,1,452.2,0,0,0,0
Male,66,1,4428.45,0,0,0,0
Female,17,1,1322.55,1,1,0,0
Male,1,1,70.45,0,0,0,1
Male,58,1,3563.8,0,0,0,1
Female,8,1,139.75,0,0,0,0
Male,27,1,1927.3,0,1,1,0
Male,34,1,3000.25,1,0,0,0
Male,30,1,3021.3,1,1,0,0
Male,33,1,2245.4,0,1,0,0
Male,1,0,24.75,0,0,0,1
Male,14,1,944.65,1,0,0,0
Female,16,1,1264.2,0,0,1,0
Female,49,1,4917.75,1,1,1,0
Male,19,1,2012.7,1,1,1,1
Female,70,1,5743.3,0,1,1,0
Female,32,1,1864.65,0,0,1,0
Female,18,1,1221.65,0,0,0,0
Male,37,0,1390.85,0,0,1,0
Female,4,1,302.35,0,0,0,0
Female,16,1,1374.9,0,0,0,0
Male,17,1,1336.9,0,0,0,0
Female,19,1,1297.8,0,0,0,0
Male,60,1,6067.4,1,1,0,0
Male,51,1,1222.25,0,0,0,0
Male,28,1,487.95,0,0,0,0
Male,43,1,2548.55,1,0,0,0
Male,42,1,835.5,0,0,0,0
Male,3,1,242.05,0,1,0,1
Female,1,1,44.75,0,0,0,0
Female,3,1,63.75,0,0,0,1
Female,63,1,6218.45,0,1,0,0
Male,3,1,260.9,0,1,0,1
Male,68,1,7320.9,1,1,1,0
Female,30,1,2967.35,1,1,0,1
Female,60,1,6333.8,1,1,0,0
Male,15,1,939.7,0,0,1,1
Male,45,1,4200.25,1,1,0,0
Female,70,1,5950.2,1,1,1,0
Male,10,1,1037.75,1,1,0,1
Male,4,1,93.4,0,0,0,0
Female,1,1,50.45,0,0,0,1
Female,68,1,1614.9,0,0,0,0
Male,22,1,1573.95,0,0,0,0
Male,38,1,3624.3,0,1,0,1
Female,1,1,100.25,1,1,0,1
Male,18,1,1468.75,0,0,1,0
Male,29,1,2607.6,1,1,1,0
Female,16,1,1422.1,1,0,0,1
Male,1,1,69.85,0,0,0,1
Male,12,1,858.6,0,0,0,1
Male,31,0,1523.4,1,1,0,0
Male,4,1,324.3,1,0,0,1
Female,48,1,3435.6,1,0,1,0
Female,15,1,399.6,0,0,0,1
Male,50,1,4549.45,0,0,1,0
Male,7,1,322.5,0,0,0,0
Male,41,1,3273.55,0,0,0,1
Male,68,1,5375.15,0,0,0,0
Female,26,1,2510.7,1,1,0,0
Male,57,0,3090.05,1,1,1,0
Female,3,1,61.05,0,0,0,0
Female,1,1,20.9,0,0,0,1
Male,19,1,955.6,0,0,0,0
Female,3,1,140.4,0,1,0,0
Female,59,1,1493.1,0,0,0,0
Female,1,1,69.4,0,0,0,1
Male,42,0,1626.05,0,1,0,0
Female,7,1,541.15,0,0,0,1
Male,67,1,1784.9,0,0,0,0
Male,1,1,70.35,0,0,0,0
Male,66,1,6075.9,1,1,1,0
Female,61,1,5500.6,1,0,0,0
Male,4,1,73.1,0,0,0,0
Female,42,1,3229.4,0,0,0,1
Female,64,1,3399.85,0,0,0,0
Female,54,1,6431.05,1,1,1,0
Male,1,1,19.75,0,0,0,0
Male,54,1,1230.9,0,0,0,0
Female,18,1,454.65,0,0,0,0
Male,3,1,235.05,1,0,0,0
Female,1,1,70.1,0,0,0,1
Female,72,1,6595.9,1,1,1,0
Male,60,1,5867.0,1,1,0,0
Female,11,1,196.35,0,0,0,0
Female,12,1,909.25,0,0,0,1
Male,61,1,6449.15,1,1,1,0
Female,39,1,762.45,0,0,0,0
Male,55,1,5283.95,1,1,0,1
Female,17,1,1617.5,0,1,0,1
Male,37,1,785.75,0,0,0,0
Female,72,1,1776.0,0,0,0,0
Male,72,1,5396.25,0,1,1,0
Female,8,1,574.5,1,0,1,0
Female,22,1,400.3,0,0,0,0
Female,1,1,84.3,0,1,0,1
Female,38,1,2656.3,1,0,1,0
Male,17,1,1445.95,1,1,1,0
Female,70,1,5212.65,0,1,1,0
Female,72,1,6440.25,1,1,1,1
Female,28,1,2244.95,1,0,0,0
Female,15,1,1130.0,0,1,0,0
Male,72,1,6463.15,1,1,1,0
Female,11,1,1131.2,1,1,0,1
Male,8,1,585.95,0,0,0,1
Female,57,1,6252.7,1,1,1,0
Male,1,1,19.95,0,0,0,1
Female,46,0,2062.15,0,1,0,0
Male,30,1,587.1,0,0,0,0
Male,10,1,720.45,0,0,0,0
Male,23,1,2186.4,0,1,0,1
Male,32,1,2979.3,1,0,0,0
Male,13,1,956.65,0,0,0,0
Female,39,1,3201.55,0,0,1,1
Female,44,1,3973.2,0,1,0,0
Male,9,1,447.9,0,0,1,0
Female,67,1,1335.2,0,0,0,0
Male,9,1,661.25,0,0,0,1
Female,15,1,1111.85,0,0,0,1
Female,71,1,7555.0,1,1,0,0
Male,1,1,49.0,0,0,1,0
Female,30,1,3046.15,1,1,0,1
Male,1,1,69.35,0,0,0,1
Male,17,0,836.35,1,1,0,0
Female,3,1,272.2,1,0,1,1
Male,67,1,5293.4,1,1,0,1
Male,1,1,20.95,0,0,0,0
Female,1,1,50.55,0,0,0,1
Female,32,1,2570.0,0,0,0,0
Male,41,1,798.2,0,0,0,0
Male,1,1,80.55,0,1,0,1
Female,1,1,44.15,0,0,0,0
Female,12,1,916.9,0,0,0,1
Male,62,1,6487.2,1,1,0,0
Female,22,1,1855.65,1,0,0,1
Female,17,1,1556.85,0,0,1,0
Female,72,1,1988.05,0,0,0,0
Male,56,1,5432.2,0,1,1,0
Female,9,1,147.55,0,0,0,0
Male,72,1,8424.9,1,1,1,0
Male,20,1,2203.7,1,1,1,0
Male,19,1,387.4,0,0,0,0
Male,2,1,116.65,0,0,0,1
Male,53,0,3045.75,1,1,1,0
Female,27,1,2287.25,1,0,0,1
Male,6,1,130.5,0,0,0,0
Male,9,1,767.9,0,1,0,0
Female,8,1,446.8,0,0,0,0
Female,71,1,8100.25,1,1,1,0
Female,10,1,830.7,0,0,0,1
Male,1,1,20.0,0,0,0,1
Female,71,0,4689.15,1,1,1,0
Male,68,1,6754.35,1,1,1,0
Male,34,1,3540.65,1,1,1,0
Male,26,1,2184.6,0,0,1,0
Female,22,1,1054.6,0,0,0,1
Male,7,1,130.55,0,0,0,0
Female,20,1,1540.35,0,0,0,0
Female,60,1,6411.25,1,1,0,0
Male,72,1,1432.55,0,0,0,0
Female,72,1,7629.85,1,1,0,0
Male,4,1,101.9,0,0,0,0
Male,16,1,313.4,0,0,0,0
Female,62,1,6312.9,1,1,0,0
Female,10,1,629.55,1,0,1,0
Male,31,1,2640.55,0,0,0,0
Female,71,1,1372.45,0,0,0,0
Male,58,1,1212.25,0,0,0,0
Male,70,1,6237.05,1,1,1,0
Female,71,1,6310.9,1,1,1,0
Male,69,1,5031.0,1,0,1,0
Female,1,1,85.05,1,0,0,1
Female,72,1,8672.45,1,1,1,0
Female,26,1,2196.45,1,0,1,0
Female,33,1,3008.15,1,0,1,0
Female,10,1,220.8,0,0,0,0
Female,57,1,5779.6,1,0,1,0
Female,10,1,222.65,0,0,0,0
Female,39,1,914.6,0,0,0,0
Female,11,1,246.3,0,0,0,0
Female,21,1,2110.15,1,1,1,1
Female,68,1,5560.0,1,1,1,0
Male,18,1,1633.0,0,1,0,0
Female,6,1,547.65,1,1,1,1
Male,18,1,969.85,0,0,0,0
Female,52,1,2610.65,0,0,0,0
Male,56,1,6567.9,1,1,1,0
Male,45,1,4747.85,1,1,1,0
Female,67,1,1759.55,0,0,0,0
Male,3,0,101.1,0,0,1,0
Male,65,1,6496.15,1,1,0,0
Male,63,1,4234.15,1,0,1,0
Female,11,1,300.7,0,0,0,0
Male,1,1,59.55,1,0,1,0
Male,55,1,4323.35,1,1,0,0
Male,25,1,1466.1,0,0,1,0
Male,72,1,8684.8,1,1,1,1
Female,72,1,1776.45,0,0,0,0
Female,65,0,2933.95,0,1,1,0
Female,54,1,4370.25,0,0,0,1
Male,7,1,144.35,0,0,0,0
Female,72,1,4804.75,0,0,1,0
Male,21,1,1125.2,0,1,0,0
Female,2,1,39.85,0,0,0,0
Male,4,1,422.4,1,1,0,0
Male,3,1,251.75,0,0,1,1
Male,72,1,8332.15,1,1,1,0
Female,6,1,314.6,0,0,0,0
Male,52,1,4331.4,1,0,0,0
Male,69,1,6382.0,1,0,0,0
Male,8,1,740.3,1,1,0,1
Female,8,1,600.15,0,0,0,0
Female,63,1,5538.8,1,0,0,0
Male,60,1,7049.5,1,1,1,0
Female,12,1,690.5,0,0,1,0
Female,13,1,279.3,0,0,0,0
Male,22,1,1427.55,0,0,0,0
Male,5,1,452.7,0,1,0,1
Female,1,1,19.45,0,0,0,1
Female,72,1,1709.15,0,0,0,0
Female,2,1,53.15,0,0,0,0
Female,40,1,777.35,0,0,0,0
Male,44,1,860.85,0,0,0,0
Male,71,1,5012.1,0,1,1,0
Female,2,1,166.3,0,0,0,1
Male,26,1,2404.1,1,1,0,0
Male,1,1,70.0,0,0,0,1
Female,1,0,24.4,0,0,0,0
Male,65,1,4820.15,1,1,1,1
Male,3,1,209.9,0,1,1,0
Male,13,1,610.75,0,0,1,0
Female,33,1,3409.6,1,1,0,1
Female,1,1,70.7,0,0,0,0
Male,4,1,155.35,0,0,0,0
Male,2,1,144.0,0,0,0,0
Male,72,1,7875.0,1,1,1,0
Female,37,1,911.6,0,0,0,0
Female,15,1,1270.2,0,1,0,1
Female,23,1,478.1,0,0,0,0
Female,30,0,1561.5,1,1,1,1
Female,42,1,761.85,0,0,0,0
Female,32,1,2282.95,1,1,0,0
Female,22,1,1615.1,0,0,0,0
Male,42,0,1097.15,0,0,0,0
Female,8,1,369.3,0,0,0,0
Female,65,1,6725.3,1,1,0,0
Female,2,1,31.55,0,0,0,1
Female,70,1,6293.2,1,1,1,0
Male,22,1,432.5,0,0,0,0
Female,4,1,321.75,0,0,0,1
Female,2,1,147.15,0,0,0,1
Female,67,0,2434.45,0,0,0,0
Female,25,1,532.1,0,0,0,0
Female,20,1,375.25,0,0,0,0
Female,2,1,125.95,1,0,0,0
Male,51,1,1042.65,0,0,0,0
Female,46,0,1620.25,0,0,0,0
Female,25,1,2387.75,1,1,0,1
Male,13,1,659.35,0,0,0,0
Female,25,1,2660.2,1,1,0,1
Male,26,1,1285.8,0,0,0,0
Male,43,1,4211.55,1,1,1,1
Male,19,1,377.55,0,0,0,0
Male,10,1,990.9,1,1,1,1
Female,2,1,193.8,1,1,0,1
Female,72,1,6058.95,1,1,1,0
Male,18,1,964.9,0,0,0,0
Male,9,1,790.15,1,0,0,1
Female,27,1,2467.75,1,0,0,1
Male,24,1,2322.85,1,1,0,0
Male,69,1,7262.0,1,1,1,1
Female,46,1,4854.3,1,1,1,0
Female,72,1,7748.75,1,0,1,0
Male,22,1,1914.9,1,1,0,1
Female,70,1,6470.1,1,0,0,0
Female,2,1,57.4,0,0,0,0
Male,31,1,2019.8,1,0,1,0
Female,56,1,5688.05,1,1,0,1
Female,16,1,1522.7,1,1,0,0
Male,52,1,1334.5,0,0,0,0
Male,13,1,252.0,0,0,0,0
Female,35,1,700.45,0,0,0,0
Female,59,1,5655.45,1,1,0,0
Male,72,1,6747.35,1,1,0,0
Female,66,1,5265.1,1,1,0,1
Female,49,1,5174.35,1,0,1,0
Female,2,1,105.6,0,0,0,0
Male,21,1,2271.85,1,1,0,0
Male,54,0,2966.95,1,1,0,0
Male,24,1,1772.25,0,0,0,1
Male,1,1,61.15,0,0,0,0
Male,6,1,494.95,0,0,0,0
Female,1,1,44.45,0,0,0,1
Male,49,1,5290.45,1,1,0,0
Female,56,1,3346.8,0,0,0,0
Female,56,1,5219.65,1,0,0,0
Female,6,0,217.5,0,0,1,0
Male,32,1,607.7,0,0,0,0
Male,50,1,5431.4,1,1,0,0
Male,58,1,6004.85,1,1,1,0
Female,65,1,5957.9,1,1,1,0
Female,64,1,5442.05,1,1,1,0
Female,66,1,4370.25,0,0,0,0
Male,38,1,4428.6,1,1,1,0
Female,20,1,416.45,0,0,0,0
Male,36,1,3067.2,1,0,0,1
Male,64,1,6688.1,1,1,1,0
Male,1,1,20.25,0,0,0,1
Female,60,1,4224.7,0,1,1,0
Male,1,1,74.35,0,0,0,1
Female,50,1,4042.2,1,0,1,0
Male,1,1,62.05,0,0,1,1
Female,72,0,3580.95,1,0,0,0
Male,60,1,1198.8,0,0,0,0
Male,46,0,1755.35,0,0,1,0
Female,69,0,3772.5,1,1,0,0
Male,31,1,2877.95,0,1,1,0
Male,19,1,357.7,0,0,0,0
Female,71,1,1397.3,0,0,0,0
Male,12,1,959.9,0,0,0,0
Male,39,1,3182.95,1,1,1,1
Male,44,1,3704.15,1,1,1,0
Female,56,1,4620.4,0,1,1,0
Female,72,1,8312.75,1,1,1,0
Male,5,1,541.9,1,1,0,1
Female,11,1,929.3,0,0,0,0
Male,24,0,971.3,1,0,0,1
Female,15,1,1285.05,1,1,0,0
Male,72,1,1521.2,0,0,0,0
Male,56,1,3389.25,0,0,0,0
Male,64,1,1198.05,0,0,0,0
Female,34,1,3414.65,1,1,0,0
Male,2,1,162.45,0,0,0,1
Male,35,1,754.0,0,0,0,0
Male,22,1,467.15,0,0,0,0
Male,5,1,216.9,0,0,1,1
Male,9,0,373.0,0,0,0,0
Male,11,1,245.2,0,0,0,1
Male,23,1,481.1,0,0,0,0
Female,4,1,302.75,1,0,0,1
Male,68,1,1728.2,0,0,0,0
Male,33,1,2964.05,1,1,0,0
Male,31,1,2156.25,0,1,1,0
Male,1,1,60.1,0,0,1,1
Female,56,1,1051.9,0,0,0,0
Male,1,1,78.95,0,1,0,1
Male,66,1,5013.0,0,1,1,0
Male,72,1,1738.9,0,0,0,0
Male,34,1,2275.1,0,0,0,0
Female,58,1,5511.65,0,1,0,0
Male,2,1,98.5,0,0,0,1
Male,37,0,1316.9,0,1,0,0
Female,71,1,7993.3,1,1,1,0
Male,1,1,19.85,0,0,0,0
Male,71,1,1388.45,0,0,0,0
Male,35,1,666.0,0,0,0,0
Female,6,1,94.45,0,0,0,0
Female,3,1,244.65,0,1,0,1
Female,69,1,4134.7,0,0,1,0
Male,44,0,2375.4,1,1,0,1
Female,53,1,4862.5,1,0,1,0
Female,24,1,2431.35,1,1,0,1
Female,5,1,351.5,0,0,0,0
Female,2,1,106.2,0,0,0,0
Male,62,1,1413.0,0,0,0,0
Female,19,1,1743.05,1,1,0,0
Male,9,1,657.5,0,0,0,0
Male,53,1,1050.5,0,0,0,0
Male,5,1,426.35,1,0,0,0
Female,71,1,4982.5,0,1,0,0
Female,1,1,19.55,0,0,0,0
Male,18,1,1451.9,0,0,0,1
Male,72,1,7634.8,1,1,0,0
Female,4,1,235.05,0,0,0,0
Male,59,1,3116.15,0,0,0,0
Female,1,1,71.1,0,0,0,1
Female,31,1,2633.4,1,0,0,0
Male,3,1,49.65,0,0,0,0
Female,65,1,6979.8,1,1,0,1
Male,49,1,4920.8,1,1,1,0
Male,2,1,46.35,0,0,0,0
Female,53,1,1021.8,0,0,0,1
Female,55,1,5276.1,1,1,0,0
Male,72,1,8289.2,1,1,1,0
Female,36,1,2659.45,0,0,0,0
Female,10,1,196.75,0,0,0,0
Male,1,1,94.0,1,1,0,1
Female,72,1,5824.75,1,0,1,0
Female,28,1,1517.5,0,0,1,0
Male,38,1,3479.05,0,1,0,0
Female,61,1,7365.7,1,1,1,0
Male,52,1,1331.05,0,0,0,0
Male,67,1,1195.95,0,0,0,0
Female,34,1,3946.9,1,1,1,0
Female,54,1,4299.95,1,1,1,0
Female,1,1,20.3,0,0,0,0
Female,15,1,1424.95,1,0,0,1
Female,4,1,193.6,0,0,0,1
Female,9,1,620.55,0,1,1,1
Female,46,1,4391.25,1,1,0,0
Female,22,1,1993.8,0,1,1,1
Male,38,1,2597.6,0,0,0,1
Female,55,1,4213.9,0,1,1,0
Female,1,1,19.9,0,0,0,0
Male,64,1,5017.7,0,0,0,0
Male,53,1,1052.35,0,0,0,1
Female,58,1,4916.4,1,1,1,0
Male,56,0,2959.8,1,1,1,0
Male,72,1,7559.55,1,1,1,0
Male,1,1,53.95,0,0,1,1
Male,72,1,7133.1,1,1,0,0
Male,22,1,1799.3,1,0,0,0
Female,8,1,829.55,1,1,0,1
Female,16,1,1312.15,0,1,0,1
Female,39,0,1597.05,0,0,1,0
Female,12,1,524.35,0,0,0,0
Male,54,1,4191.45,1,1,0,0
Female,18,0,711.95,0,0,1,0
Male,32,1,2201.75,1,0,1,0
Female,41,1,806.95,0,0,0,0
Male,67,1,1620.45,0,0,0,0
Male,65,1,6812.95,1,1,0,0
Female,25,1,1837.9,0,1,1,0
Female,1,1,69.8,0,0,0,1
Female,67,1,7344.45,1,1,1,0
Male,7,1,545.15,0,0,0,1
Female,43,0,1500.25,0,0,0,0
Female,24,1,2283.15,1,1,0,0
Male,9,1,494.05,0,0,0,1
Male,69,1,1376.5,0,0,0,0
Female,37,1,755.4,0,0,0,0
Male,20,0,825.4,0,0,1,0
Male,7,1,488.65,0,0,0,0
Female,37,1,2841.55,0,0,0,1
Female,5,1,486.85,1,1,0,1
Male,41,0,2075.1,1,1,0,0
Female,54,1,5299.65,1,1,0,0
Female,3,1,204.7,0,0,0,1
Male,69,1,1356.3,0,0,0,0
Female,53,1,5042.75,1,0,1,0
Male,18,0,812.4,0,1,0,0
Male,64,1,6605.55,1,1,1,0
Female,31,1,2995.45,1,0,0,1
Female,20,0,505.95,0,0,0,0
Male,57,1,3509.4,0,0,1,0
Male,63,1,6991.9,1,1,0,0
Male,13,0,590.35,0,0,1,0
Female,48,1,2789.7,1,0,0,0
Female,2,1,137.95,0,0,0,1
Male,57,1,1123.15,0,0,0,0
Male,71,1,7953.25,1,1,1,0
Female,7,1,349.8,0,0,0,0
Female,16,1,1067.05,1,0,0,0
Male,34,1,3527.3,1,1,0,0
Female,37,1,3762.0,1,1,0,1
Male,16,1,1248.9,0,0,0,0
Male,48,1,3035.35,0,0,0,0
Male,58,1,4300.8,1,1,1,0
Female,72,1,6065.3,1,1,1,0
Female,7,1,144.95,0,0,0,0
Female,38,1,3233.6,0,0,0,1
Female,48,1,5438.9,1,1,1,1
Male,10,1,1081.45,1,1,0,1
Female,30,1,2308.6,0,1,1,0
Male,31,1,1882.8,0,1,0,0
Female,46,1,3255.35,1,0,1,0
Male,50,1,1067.65,0,0,0,0
Male,28,1,2065.4,0,0,1,0
Female,66,0,4136.4,1,1,1,0
Male,8,0,221.9,0,0,0,1
Female,41,1,3848.0,1,1,0,0
Male,72,1,8022.85,1,1,1,0
Female,7,1,173.15,0,0,0,0
Female,38,1,781.25,0,0,0,0
Male,44,1,4510.8,1,1,0,0
Male,47,1,5317.8,1,1,1,0
Male,53,1,4779.45,0,1,1,0
Male,4,1,250.1,0,1,0,0
Male,20,1,1745.2,0,1,0,0
Male,2,1,74.9,0,0,0,1
Male,57,1,4140.1,0,1,0,0
Female,44,1,3670.5,0,0,1,0
Male,24,1,1167.8,0,0,0,0
Male,15,0,469.65,0,0,0,0
Female,3,0,58.9,0,0,0,1
Female,4,1,333.55,0,0,0,1
Male,37,1,3171.15,0,1,0,1
Female,1,1,74.7,0,0,0,1
Female,24,1,1381.2,0,0,1,0
Female,5,1,455.5,0,1,0,1
Female,33,1,3645.5,1,1,0,0
Female,58,1,1158.85,0,0,0,0
Female,72,1,6954.15,0,1,0,0
Female,71,1,1672.1,0,0,0,0
Female,28,1,3152.5,1,1,0,1
Male,51,1,4307.1,1,1,1,0
Female,30,1,2530.4,1,1,1,1
Male,72,1,6141.65,0,0,1,0
Male,36,1,3186.7,0,1,0,1
Male,14,1,1054.8,1,0,1,0
Female,72,1,5430.65,0,1,1,0
Female,22,0,849.9,0,1,0,0
Female,2,1,151.75,0,0,0,0
Female,15,1,299.4,0,0,0,0
Male,51,1,1086.75,0,0,0,0
Male,70,0,2692.75,0,0,1,0
Female,71,1,1389.6,0,0,0,0
Female,39,1,3767.4,1,1,1,0
Female,61,1,3641.5,0,0,0,0
Female,52,1,2535.55,0,0,0,0
Female,1,0,35.75,0,1,0,1
Male,64,1,6880.85,1,1,1,0
Male,62,1,3753.2,0,0,1,0
Male,30,1,637.55,0,0,0,0
Female,4,1,181.6,0,0,0,1
Male,63,1,5329.55,1,1,1,0
Female,1,1,44.55,0,0,0,0
Male,15,1,1539.8,1,1,1,0
Male,27,1,2209.75,0,0,0,0
Female,4,0,223.75,1,1,0,0
Female,72,1,7751.7,1,1,0,0
Male,45,1,1174.35,0,0,0,0
Female,45,1,4385.05,0,1,1,0
Female,36,1,2606.35,0,1,1,0
Male,17,1,1539.45,0,1,0,1
Male,1,1,18.9,0,0,0,0
Male,16,1,1261.35,0,0,0,0
Male,3,1,58.15,0,0,0,1
Male,4,1,225.6,0,0,0,1
Female,71,1,5969.3,1,1,1,0
Male,10,1,253.9,0,0,0,0
Male,20,1,400.0,0,0,0,0
Male,4,1,340.85,0,1,0,1
